rule_id,rule_code,rule_type,part_number,section,development_sub_category,canonical_use_id,canonical_use_name,applies_to
2475,C.07,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2476,C.08,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2476,C.08,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2476,C.08,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2476,C.08,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2477,C.09,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2477,C.09,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2477,C.09,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2477,C.09,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2478,C.10,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2478,C.10,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2478,C.10,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2478,C.10,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2479,C.11,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2479,C.11,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2479,C.11,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2479,C.11,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2480,C.12,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2480,C.12,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2480,C.12,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2480,C.12,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2481,C.13,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2481,C.13,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2481,C.13,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2481,C.13,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2482,C.14,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2482,C.14,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2482,C.14,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2482,C.14,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2483,C.15,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2483,C.15,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2483,C.15,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2483,C.15,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2484,C.16,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2484,C.16,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2484,C.16,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2484,C.16,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2485,C.17,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2485,C.17,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2485,C.17,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2485,C.17,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2486,C.18,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2486,C.18,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2486,C.18,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2486,C.18,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2487,C.19,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2487,C.19,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2487,C.19,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2487,C.19,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2488,C.20,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2488,C.20,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2488,C.20,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2488,C.20,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2489,C.21,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2489,C.21,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2489,C.21,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2489,C.21,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2490,C.22,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2490,C.22,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2490,C.22,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2490,C.22,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2491,C.23,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2491,C.23,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2491,C.23,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2491,C.23,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2492,C.24,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2492,C.24,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2492,C.24,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2492,C.24,Control,8,8.2.2.12.12 LOT G1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2493,O.01,Objective,8,8.2.2.12.13 LOT G2,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2493,O.01,Objective,8,8.2.2.12.13 LOT G2,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2493,O.01,Objective,8,8.2.2.12.13 LOT G2,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2493,O.01,Objective,8,8.2.2.12.13 LOT G2,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2494,O.02,Objective,8,8.2.2.12.13 LOT G2,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2494,O.02,Objective,8,8.2.2.12.13 LOT G2,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2494,O.02,Objective,8,8.2.2.12.13 LOT G2,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2494,O.02,Objective,8,8.2.2.12.13 LOT G2,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2495,C.01,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2495,C.01,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2495,C.01,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2495,C.01,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2496,C.02,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2496,C.02,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2496,C.02,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2496,C.02,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2497,C.03,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2497,C.03,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2497,C.03,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2497,C.03,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2498,C.04,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2498,C.04,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2498,C.04,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2498,C.04,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2499,C.05,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2499,C.05,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2499,C.05,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2499,C.05,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2500,C.06,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2500,C.06,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2500,C.06,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2500,C.06,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2501,C.07,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2501,C.07,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2501,C.07,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2501,C.07,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2502,C.08,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2502,C.08,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2502,C.08,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2502,C.08,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2503,C.09,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2503,C.09,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2503,C.09,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2503,C.09,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2504,C.10,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2504,C.10,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2504,C.10,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2504,C.10,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2505,C.11,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2505,C.11,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2505,C.11,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2505,C.11,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2506,C.12,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2506,C.12,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2506,C.12,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2506,C.12,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2507,C.13,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2507,C.13,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2507,C.13,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2507,C.13,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2508,C.14,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2508,C.14,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2508,C.14,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2508,C.14,Control,8,8.2.2.12.13 LOT G2,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2509,O.01,Objective,8,8.2.2.12.14 LOT H1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2509,O.01,Objective,8,8.2.2.12.14 LOT H1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2509,O.01,Objective,8,8.2.2.12.14 LOT H1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2509,O.01,Objective,8,8.2.2.12.14 LOT H1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2510,O.02,Objective,8,8.2.2.12.14 LOT H1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2510,O.02,Objective,8,8.2.2.12.14 LOT H1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2510,O.02,Objective,8,8.2.2.12.14 LOT H1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2510,O.02,Objective,8,8.2.2.12.14 LOT H1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2511,C.01,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2511,C.01,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2511,C.01,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2511,C.01,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2512,C.02,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2512,C.02,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2512,C.02,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2512,C.02,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2513,C.03,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2513,C.03,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2513,C.03,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2513,C.03,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2514,C.04,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2514,C.04,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2514,C.04,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2514,C.04,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2515,C.05,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2515,C.05,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2515,C.05,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2515,C.05,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2516,C.06,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2516,C.06,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2516,C.06,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2516,C.06,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2517,C.07,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2517,C.07,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2517,C.07,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2517,C.07,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2518,C.08,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2518,C.08,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2518,C.08,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2518,C.08,Control,8,8.2.2.12.14 LOT H1,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2519,C.01,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2519,C.01,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2519,C.01,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2519,C.01,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2520,C.02,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2520,C.02,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2520,C.02,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2520,C.02,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2521,C.03,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2521,C.03,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2521,C.03,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2521,C.03,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2522,C.04,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2522,C.04,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2522,C.04,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2522,C.04,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2523,C.05,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2523,C.05,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2523,C.05,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2523,C.05,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2524,C.06,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2524,C.06,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2524,C.06,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2524,C.06,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2525,C.07,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2525,C.07,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2525,C.07,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2525,C.07,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2526,C.08,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2526,C.08,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2526,C.08,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2526,C.08,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2527,C.09,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2527,C.09,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2527,C.09,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2527,C.09,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2528,C.10,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2528,C.10,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2528,C.10,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2528,C.10,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2529,C.11,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2529,C.11,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2529,C.11,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2529,C.11,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2530,C.12,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2530,C.12,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2530,C.12,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2530,C.12,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
2531,C.13,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
2531,C.13,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
2531,C.13,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
2531,C.13,Control,8,8.2.2.12.15 LOTS H2-H5,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
